A0A0H2VCA1	PGA_scaffold53906__1_contigs__length_4067:460-2508	Autotransporter adhesin UpaG
P04323	PGA_scaffold251420__1_contigs__length_10249:5389-5656	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold251423__1_contigs__length_10249:4593-4860	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold258797__1_contigs__length_5371:1321-4357	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold258798__1_contigs__length_5371:1014-4050	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold260749__1_contigs__length_5371:1014-4050	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold260750__1_contigs__length_5371:1321-4357	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold26289__1_contigs__length_5879:4163-5162	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold278__1_contigs__length_30505:2082-23685	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold290055__1_contigs__length_28859:842-19086	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold290056__1_contigs__length_29055:677-19282	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold290058__1_contigs__length_28859:9773-28017	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold290059__1_contigs__length_29055:9773-28378	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold300648__1_contigs__length_28462:22213-28428	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold300649__1_contigs__length_28462:34-6249	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold300650__1_contigs__length_28555:22314-28521	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold300651__1_contigs__length_28555:34-6241	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold339__1_contigs__length_22485:75-20120	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold41754__1_contigs__length_5069:1669-4792	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold48298__1_contigs__length_4983:264-2169	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold49140__1_contigs__length_41465:14356-29162	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold4__129_contigs__length_65288255:15964469-15965039	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold4__129_contigs__length_65288255:28517409-28521483	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold4__129_contigs__length_65288255:49021274-49030198	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold4__129_contigs__length_65288255:60547811-60549422	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold4__129_contigs__length_65288255:62045568-62045739	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold55601__1_contigs__length_6577:1265-4388	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold56132__1_contigs__length_6264:4069-5365	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold57419__1_contigs__length_56657:33789-54148	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold57558__1_contigs__length_35635:2758-17763	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold58652__1_contigs__length_10433:8853-10353	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold598__1_contigs__length_41658:19321-41088	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold59992__1_contigs__length_30411:13815-14199	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold66557__1_contigs__length_39298:30499-32140	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold67047__1_contigs__length_9935:2983-6196	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold6__104_contigs__length_61759565:22501685-22506561	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold6__104_contigs__length_61759565:40330127-40331285	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04323	PGA_scaffold70409__1_contigs__length_30379:26683-30259	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]
P04412	PGA_scaffold23187__1_contigs__length_6764:646-3150	Epidermal growth factor receptor (Egfr) (EC 2.7.10.1) (Drosophila relative of ERBB) (Gurken receptor) (Protein torpedo)
P04412	PGA_scaffold31660__1_contigs__length_6344:628-3313	Epidermal growth factor receptor (Egfr) (EC 2.7.10.1) (Drosophila relative of ERBB) (Gurken receptor) (Protein torpedo)
P04755	PGA_scaffold4__129_contigs__length_65288255:41309039-41329365	Acetylcholine receptor subunit beta-like 1 (Nicotinic acetylcholine receptor beta 1)
P04755	PGA_scaffold718__1_contigs__length_989392:862368-862569	Acetylcholine receptor subunit beta-like 1 (Nicotinic acetylcholine receptor beta 1)
P04755	PGA_scaffold718__1_contigs__length_989392:862598-869277	Acetylcholine receptor subunit beta-like 1 (Nicotinic acetylcholine receptor beta 1)
P04756	PGA_scaffold50020__1_contigs__length_9198:0-1960	Acetylcholine receptor subunit alpha
P04799	PGA_scaffold32719__1_contigs__length_1119:69-855	Cytochrome P450 1A2 (EC 1.14.14.1) (CYPIA2) (Cholesterol 25-hydroxylase) (Cytochrome P-448) (Cytochrome P-450d) (Cytochrome P450-D)
P04839	PGA_scaffold3__111_contigs__length_57743597:37907145-37909594	Cytochrome b-245 heavy chain (EC 1.-.-.-) (CGD91-phox) (Cytochrome b(558) subunit beta) (Cytochrome b558 subunit beta) (Heme-binding membrane glycoprotein gp91phox) (NADPH oxidase 2) (Neutrophil cytochrome b 91 kDa polypeptide) (Superoxide-generating NADPH oxidase heavy chain subunit) (gp91-1) (gp91-phox) (p22 phagocyte B-cytochrome)
P04928	PGA_scaffold288048__1_contigs__length_27351:12983-27351	S-antigen protein
P04928	PGA_scaffold288048__1_contigs__length_27351:26347-27327	S-antigen protein
P04928	PGA_scaffold288049__1_contigs__length_27351:0-14368	S-antigen protein
P04928	PGA_scaffold288049__1_contigs__length_27351:24-1004	S-antigen protein
P04928	PGA_scaffold288069__1_contigs__length_1190:445-1180	S-antigen protein
P04928	PGA_scaffold288071__1_contigs__length_1190:445-1180	S-antigen protein
P04928	PGA_scaffold288077__1_contigs__length_25693:11326-25693	S-antigen protein
P04928	PGA_scaffold288077__1_contigs__length_25693:24706-25667	S-antigen protein
P04928	PGA_scaffold288092__1_contigs__length_1190:10-625	S-antigen protein
P04928	PGA_scaffold288094__1_contigs__length_1190:10-625	S-antigen protein
P04928	PGA_scaffold288100__1_contigs__length_25693:0-14367	S-antigen protein
P04928	PGA_scaffold288100__1_contigs__length_25693:26-987	S-antigen protein
P04928	PGA_scaffold38086__1_contigs__length_8818:53-601	S-antigen protein
P04928	PGA_scaffold3__111_contigs__length_57743597:53034921-53035552	S-antigen protein
P04962	PGA_scaffold4__129_contigs__length_65288255:29926480-29935778	G2/mitotic-specific cyclin-A
P05031	PGA_scaffold18889__1_contigs__length_5546:3293-3998	Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC)
P05031	PGA_scaffold29983__1_contigs__length_7932:1558-2283	Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC)
P05062	PGA_scaffold6__104_contigs__length_61759565:26760186-26766965	Fructose-bisphosphate aldolase B (EC 4.1.2.13) (Liver-type aldolase)
P05099	PGA_scaffold236821__1_contigs__length_1761:232-403	Cartilage matrix protein (Matrilin-1)
P05099	PGA_scaffold236822__1_contigs__length_1877:232-403	Cartilage matrix protein (Matrilin-1)
P05099	PGA_scaffold236825__1_contigs__length_1761:1358-1529	Cartilage matrix protein (Matrilin-1)
P05099	PGA_scaffold236826__1_contigs__length_1877:1474-1645	Cartilage matrix protein (Matrilin-1)
P05099	PGA_scaffold244930__1_contigs__length_1761:232-403	Cartilage matrix protein (Matrilin-1)
P05099	PGA_scaffold244931__1_contigs__length_1877:232-403	Cartilage matrix protein (Matrilin-1)
P05099	PGA_scaffold244934__1_contigs__length_1761:1358-1529	Cartilage matrix protein (Matrilin-1)
P05099	PGA_scaffold244935__1_contigs__length_1877:1474-1645	Cartilage matrix protein (Matrilin-1)
P05140	PGA_scaffold15981__1_contigs__length_5310:4737-5304	Type-2 ice-structuring protein (Type II antifreeze protein) (AFP)
P05140	PGA_scaffold16891__1_contigs__length_4642:3577-4618	Type-2 ice-structuring protein (Type II antifreeze protein) (AFP)
P05140	PGA_scaffold61549__1_contigs__length_6808:5419-6310	Type-2 ice-structuring protein (Type II antifreeze protein) (AFP)
P05376	PGA_scaffold66673__1_contigs__length_20693:20206-20692	Acetylcholine receptor subunit gamma
P05377	PGA_scaffold129522__1_contigs__length_4786:1336-1870	Acetylcholine receptor subunit alpha-1-B
P05377	PGA_scaffold129523__1_contigs__length_4786:2916-3450	Acetylcholine receptor subunit alpha-1-B
P05377	PGA_scaffold20549__1_contigs__length_1611:662-1205	Acetylcholine receptor subunit alpha-1-B
P05377	PGA_scaffold4__129_contigs__length_65288255:45561948-45582600	Acetylcholine receptor subunit alpha-1-B
P05400	PGA_scaffold3__111_contigs__length_57743597:15303183-15303759	Enzymatic polyprotein [Includes: Aspartic protease (EC 3.4.23.-); Endonuclease; Reverse transcriptase (EC 2.7.7.49)]
P05419	PGA_scaffold239370__1_contigs__length_2353:560-1779	Neo-calmodulin (NeoCaM) (Fragment)
P05419	PGA_scaffold239371__1_contigs__length_2205:440-1663	Neo-calmodulin (NeoCaM) (Fragment)
P05419	PGA_scaffold239373__1_contigs__length_2353:574-1793	Neo-calmodulin (NeoCaM) (Fragment)
P05419	PGA_scaffold239374__1_contigs__length_2205:542-1765	Neo-calmodulin (NeoCaM) (Fragment)
P05419	PGA_scaffold243062__1_contigs__length_2353:560-1779	Neo-calmodulin (NeoCaM) (Fragment)
P05419	PGA_scaffold243063__1_contigs__length_2205:440-1663	Neo-calmodulin (NeoCaM) (Fragment)
P05419	PGA_scaffold243065__1_contigs__length_2353:574-1793	Neo-calmodulin (NeoCaM) (Fragment)
P05419	PGA_scaffold243066__1_contigs__length_2205:542-1765	Neo-calmodulin (NeoCaM) (Fragment)
P05451	PGA_scaffold50423__1_contigs__length_25769:10659-11202	Lithostathine-1-alpha (Islet cells regeneration factor) (ICRF) (Islet of Langerhans regenerating protein) (REG) (Pancreatic stone protein) (PSP) (Pancreatic thread protein) (PTP) (Regenerating islet-derived protein 1-alpha) (REG-1-alpha) (Regenerating protein I alpha)
P05451	PGA_scaffold6__104_contigs__length_61759565:42668798-42669341	Lithostathine-1-alpha (Islet cells regeneration factor) (ICRF) (Islet of Langerhans regenerating protein) (REG) (Pancreatic stone protein) (PSP) (Pancreatic thread protein) (PTP) (Regenerating islet-derived protein 1-alpha) (REG-1-alpha) (Regenerating protein I alpha)
P05451	PGA_scaffold72059__1_contigs__length_5313:2473-3109	Lithostathine-1-alpha (Islet cells regeneration factor) (ICRF) (Islet of Langerhans regenerating protein) (REG) (Pancreatic stone protein) (PSP) (Pancreatic thread protein) (PTP) (Regenerating islet-derived protein 1-alpha) (REG-1-alpha) (Regenerating protein I alpha)
P05708	PGA_scaffold12__71_contigs__length_50438331:1856190-1860211	Hexokinase-1 (EC 2.7.1.1) (Brain form hexokinase) (Hexokinase type I) (HK I)
P05932	PGA_scaffold300596__1_contigs__length_4651:1302-2000	Calmodulin-beta (Cam B) (Fragment)
P05932	PGA_scaffold300597__1_contigs__length_4624:1303-2001	Calmodulin-beta (Cam B) (Fragment)
P05932	PGA_scaffold300598__1_contigs__length_4651:2651-3349	Calmodulin-beta (Cam B) (Fragment)
P05932	PGA_scaffold300599__1_contigs__length_4624:2623-3321	Calmodulin-beta (Cam B) (Fragment)
P05934	PGA_scaffold105296__1_contigs__length_5820:3613-3838	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold105297__1_contigs__length_5820:1982-2207	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold105301__1_contigs__length_3525:1469-1694	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold105305__1_contigs__length_3525:1831-2056	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold110390__1_contigs__length_5820:1982-2207	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold110391__1_contigs__length_5820:3613-3838	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold110395__1_contigs__length_3525:1831-2056	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold110399__1_contigs__length_3525:1469-1694	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold144699__1_contigs__length_3293:1269-2071	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold144700__1_contigs__length_3985:1962-2763	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold144703__1_contigs__length_3293:1222-2024	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold144704__1_contigs__length_3985:1222-2023	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold174876__1_contigs__length_4206:2867-3932	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold174877__1_contigs__length_4337:2809-4063	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold174878__1_contigs__length_4206:274-1339	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold174879__1_contigs__length_4337:274-1528	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold187633__1_contigs__length_4206:2867-3932	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold187634__1_contigs__length_4337:2809-4063	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold187635__1_contigs__length_4206:274-1339	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold187636__1_contigs__length_4337:274-1528	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold189675__1_contigs__length_3293:1269-2071	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold189676__1_contigs__length_3985:1962-2763	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold189679__1_contigs__length_3293:1222-2024	Calmodulin (CaM) (Fragment)
P05934	PGA_scaffold189680__1_contigs__length_3985:1222-2023	Calmodulin (CaM) (Fragment)
P05995	PGA_scaffold117697__1_contigs__length_5343:533-1081	Seminal vesicle major clotting proteins [Cleaved into: Seminal vesicle protein 1 (SVP-1); Seminal vesicle protein 3/4 (SVP-3/4)]
P05995	PGA_scaffold117699__1_contigs__length_5343:4262-4810	Seminal vesicle major clotting proteins [Cleaved into: Seminal vesicle protein 1 (SVP-1); Seminal vesicle protein 3/4 (SVP-3/4)]
P05995	PGA_scaffold157970__1_contigs__length_5343:533-1081	Seminal vesicle major clotting proteins [Cleaved into: Seminal vesicle protein 1 (SVP-1); Seminal vesicle protein 3/4 (SVP-3/4)]
P05995	PGA_scaffold157972__1_contigs__length_5343:4262-4810	Seminal vesicle major clotting proteins [Cleaved into: Seminal vesicle protein 1 (SVP-1); Seminal vesicle protein 3/4 (SVP-3/4)]
P05995	PGA_scaffold225440__1_contigs__length_2144:1810-2140	Seminal vesicle major clotting proteins [Cleaved into: Seminal vesicle protein 1 (SVP-1); Seminal vesicle protein 3/4 (SVP-3/4)]
P05995	PGA_scaffold225442__1_contigs__length_2144:4-334	Seminal vesicle major clotting proteins [Cleaved into: Seminal vesicle protein 1 (SVP-1); Seminal vesicle protein 3/4 (SVP-3/4)]
P05995	PGA_scaffold227088__1_contigs__length_2144:1810-2140	Seminal vesicle major clotting proteins [Cleaved into: Seminal vesicle protein 1 (SVP-1); Seminal vesicle protein 3/4 (SVP-3/4)]
P05995	PGA_scaffold227090__1_contigs__length_2144:4-334	Seminal vesicle major clotting proteins [Cleaved into: Seminal vesicle protein 1 (SVP-1); Seminal vesicle protein 3/4 (SVP-3/4)]
P05995	PGA_scaffold57486__1_contigs__length_12790:6974-10475	Seminal vesicle major clotting proteins [Cleaved into: Seminal vesicle protein 1 (SVP-1); Seminal vesicle protein 3/4 (SVP-3/4)]
P05995	PGA_scaffold68077__1_contigs__length_14893:5950-6370	Seminal vesicle major clotting proteins [Cleaved into: Seminal vesicle protein 1 (SVP-1); Seminal vesicle protein 3/4 (SVP-3/4)]
P06399	PGA_scaffold261327__1_contigs__length_7422:7184-7409	Fibrinogen alpha chain [Cleaved into: Fibrinopeptide A; Fibrinogen alpha chain]
