A0A0H2VCA1	PGA_scaffold53906__1_contigs__length_4067:460-2508	GO:0009279; GO:0009405; GO:0009986; GO:0016021
P20483	PGA_scaffold12__71_contigs__length_50438331:33998317-34003920	GO:0000086; GO:0004725; GO:0005634; GO:0005694; GO:0006470; GO:0007030; GO:0007099; GO:0007346; GO:0007369; GO:0007422; GO:0007424; GO:0007488; GO:0007498; GO:0008138; GO:0008283; GO:0008284; GO:0045792; GO:0045930; GO:0045931; GO:0045977; GO:0046331; GO:0051301; GO:0060305; GO:1902751
P20483	PGA_scaffold72672__1_contigs__length_1042:2-636	GO:0000086; GO:0004725; GO:0005634; GO:0005694; GO:0006470; GO:0007030; GO:0007099; GO:0007346; GO:0007369; GO:0007422; GO:0007424; GO:0007488; GO:0007498; GO:0008138; GO:0008283; GO:0008284; GO:0045792; GO:0045930; GO:0045931; GO:0045977; GO:0046331; GO:0051301; GO:0060305; GO:1902751
P20693	PGA_scaffold53730__1_contigs__length_14059:2107-3154	GO:0002925; GO:0009897; GO:0016021; GO:0019863; GO:0030246; GO:0046872; GO:0051000; GO:0051712; GO:0051770; GO:0070062
P20711	PGA_scaffold78854__1_contigs__length_4083:1567-4035	GO:0004058; GO:0005829; GO:0006520; GO:0007623; GO:0008021; GO:0010259; GO:0015842; GO:0016597; GO:0019899; GO:0019904; GO:0030170; GO:0030424; GO:0033076; GO:0035690; GO:0036468; GO:0042416; GO:0042423; GO:0042427; GO:0043025; GO:0046219; GO:0046684; GO:0052314; GO:0070062; GO:0071312; GO:0071363
P20711	PGA_scaffold78860__1_contigs__length_4083:48-2516	GO:0004058; GO:0005829; GO:0006520; GO:0007623; GO:0008021; GO:0010259; GO:0015842; GO:0016597; GO:0019899; GO:0019904; GO:0030170; GO:0030424; GO:0033076; GO:0035690; GO:0036468; GO:0042416; GO:0042423; GO:0042427; GO:0043025; GO:0046219; GO:0046684; GO:0052314; GO:0070062; GO:0071312; GO:0071363
P20771	PGA_scaffold309__1_contigs__length_11941:3500-3929	GO:0004040
P20771	PGA_scaffold62246__1_contigs__length_3248:1490-1661	GO:0004040
P20825	PGA_scaffold12__71_contigs__length_50438331:3467327-3470456	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold15948__1_contigs__length_2345:15-714	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold193177__1_contigs__length_16219:1371-3616	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold193178__1_contigs__length_16219:12603-14848	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold236068__1_contigs__length_9126:5051-5288	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold236071__1_contigs__length_9126:3838-4075	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold251421__1_contigs__length_9126:5051-5288	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold251424__1_contigs__length_9126:3838-4075	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold26601__1_contigs__length_7643:1163-5606	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold269447__1_contigs__length_18535:3042-13404	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold269458__1_contigs__length_18535:5131-15493	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold270900__1_contigs__length_18535:3042-13404	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold270902__1_contigs__length_18535:5131-15493	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold275242__1_contigs__length_2489:30-2488	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold275243__1_contigs__length_2489:1-2459	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold284160__1_contigs__length_2489:30-2488	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold284161__1_contigs__length_2489:1-2459	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold43063__1_contigs__length_32087:1269-22423	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold52975__1_contigs__length_6883:4508-5765	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold53720__1_contigs__length_13662:3294-9622	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold56595__1_contigs__length_20833:156-11039	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold57758__1_contigs__length_14261:5957-6761	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold58456__1_contigs__length_23524:4469-9836	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold62090__1_contigs__length_6846:2841-6828	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold63130__1_contigs__length_5689:712-2293	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold71455__1_contigs__length_57134:50731-53461	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold73898__1_contigs__length_6922:2359-3391	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold73898__1_contigs__length_6922:3672-4899	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold73899__1_contigs__length_6922:2023-3250	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20825	PGA_scaffold73899__1_contigs__length_6922:3531-4563	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
P20905	PGA_scaffold12__71_contigs__length_50438331:19582815-19584093	GO:0004952; GO:0004993; GO:0005887; GO:0007192; GO:0007198; GO:0007210; GO:0007619; GO:0008227; GO:0016021; GO:0016543; GO:0016545; GO:0016546; GO:0030594; GO:0051378; GO:0060179; GO:0060180
P20905	PGA_scaffold12__71_contigs__length_50438331:28776804-28777236	GO:0004952; GO:0004993; GO:0005887; GO:0007192; GO:0007198; GO:0007210; GO:0007619; GO:0008227; GO:0016021; GO:0016543; GO:0016545; GO:0016546; GO:0030594; GO:0051378; GO:0060179; GO:0060180
P20911	PGA_scaffold41043__1_contigs__length_6533:217-6426	GO:0004693; GO:0005524; GO:0005634; GO:0008353; GO:0051301; GO:0051321
P20918	PGA_scaffold18__69_contigs__length_27737463:25489727-25498730	GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0009986; GO:0010812; GO:0016525; GO:0019897; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0031232; GO:0034185; GO:0042246; GO:0042730; GO:0043231; GO:0044218; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0052182; GO:0052213; GO:0060707; GO:0060716; GO:0070062; GO:0071674; GO:0072562; GO:1904854; GO:1990405
P20918	PGA_scaffold309229__1_contigs__length_1941:1710-1920	GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0009986; GO:0010812; GO:0016525; GO:0019897; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0031232; GO:0034185; GO:0042246; GO:0042730; GO:0043231; GO:0044218; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0052182; GO:0052213; GO:0060707; GO:0060716; GO:0070062; GO:0071674; GO:0072562; GO:1904854; GO:1990405
P20918	PGA_scaffold309231__1_contigs__length_1941:21-231	GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0009986; GO:0010812; GO:0016525; GO:0019897; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0031232; GO:0034185; GO:0042246; GO:0042730; GO:0043231; GO:0044218; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0052182; GO:0052213; GO:0060707; GO:0060716; GO:0070062; GO:0071674; GO:0072562; GO:1904854; GO:1990405
P20918	PGA_scaffold309413__1_contigs__length_1941:1710-1920	GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0009986; GO:0010812; GO:0016525; GO:0019897; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0031232; GO:0034185; GO:0042246; GO:0042730; GO:0043231; GO:0044218; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0052182; GO:0052213; GO:0060707; GO:0060716; GO:0070062; GO:0071674; GO:0072562; GO:1904854; GO:1990405
P20918	PGA_scaffold309415__1_contigs__length_1941:21-231	GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0009986; GO:0010812; GO:0016525; GO:0019897; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0031232; GO:0034185; GO:0042246; GO:0042730; GO:0043231; GO:0044218; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0052182; GO:0052213; GO:0060707; GO:0060716; GO:0070062; GO:0071674; GO:0072562; GO:1904854; GO:1990405
P20918	PGA_scaffold66801__1_contigs__length_4827:4648-4777	GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0009986; GO:0010812; GO:0016525; GO:0019897; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0031232; GO:0034185; GO:0042246; GO:0042730; GO:0043231; GO:0044218; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0052182; GO:0052213; GO:0060707; GO:0060716; GO:0070062; GO:0071674; GO:0072562; GO:1904854; GO:1990405
P20918	PGA_scaffold8083__1_contigs__length_2816:1038-1254	GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0009986; GO:0010812; GO:0016525; GO:0019897; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0031232; GO:0034185; GO:0042246; GO:0042730; GO:0043231; GO:0044218; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0052182; GO:0052213; GO:0060707; GO:0060716; GO:0070062; GO:0071674; GO:0072562; GO:1904854; GO:1990405
P20918	PGA_scaffold8511__1_contigs__length_2826:1051-1249	GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0009986; GO:0010812; GO:0016525; GO:0019897; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0031232; GO:0034185; GO:0042246; GO:0042730; GO:0043231; GO:0044218; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0052182; GO:0052213; GO:0060707; GO:0060716; GO:0070062; GO:0071674; GO:0072562; GO:1904854; GO:1990405
P20965	PGA_scaffold128357__1_contigs__length_2691:1381-2206	GO:0005737; GO:0005844; GO:0006397; GO:0006412; GO:0006417; GO:0008143; GO:0031047; GO:0031370; GO:0043621; GO:0048255; GO:0060212; GO:0060213; GO:1900153
P20965	PGA_scaffold128358__1_contigs__length_2223:1050-1740	GO:0005737; GO:0005844; GO:0006397; GO:0006412; GO:0006417; GO:0008143; GO:0031047; GO:0031370; GO:0043621; GO:0048255; GO:0060212; GO:0060213; GO:1900153
P20965	PGA_scaffold128359__1_contigs__length_2691:485-1310	GO:0005737; GO:0005844; GO:0006397; GO:0006412; GO:0006417; GO:0008143; GO:0031047; GO:0031370; GO:0043621; GO:0048255; GO:0060212; GO:0060213; GO:1900153
P20965	PGA_scaffold128360__1_contigs__length_2223:483-1173	GO:0005737; GO:0005844; GO:0006397; GO:0006412; GO:0006417; GO:0008143; GO:0031047; GO:0031370; GO:0043621; GO:0048255; GO:0060212; GO:0060213; GO:1900153
P20965	PGA_scaffold172438__1_contigs__length_2691:1381-2206	GO:0005737; GO:0005844; GO:0006397; GO:0006412; GO:0006417; GO:0008143; GO:0031047; GO:0031370; GO:0043621; GO:0048255; GO:0060212; GO:0060213; GO:1900153
P20965	PGA_scaffold172439__1_contigs__length_2223:1050-1740	GO:0005737; GO:0005844; GO:0006397; GO:0006412; GO:0006417; GO:0008143; GO:0031047; GO:0031370; GO:0043621; GO:0048255; GO:0060212; GO:0060213; GO:1900153
P20965	PGA_scaffold172440__1_contigs__length_2691:485-1310	GO:0005737; GO:0005844; GO:0006397; GO:0006412; GO:0006417; GO:0008143; GO:0031047; GO:0031370; GO:0043621; GO:0048255; GO:0060212; GO:0060213; GO:1900153
P20965	PGA_scaffold172441__1_contigs__length_2223:483-1173	GO:0005737; GO:0005844; GO:0006397; GO:0006412; GO:0006417; GO:0008143; GO:0031047; GO:0031370; GO:0043621; GO:0048255; GO:0060212; GO:0060213; GO:1900153
P20965	PGA_scaffold70088__1_contigs__length_11372:8054-9909	GO:0005737; GO:0005844; GO:0006397; GO:0006412; GO:0006417; GO:0008143; GO:0031047; GO:0031370; GO:0043621; GO:0048255; GO:0060212; GO:0060213; GO:1900153
P21158	PGA_scaffold114727__1_contigs__length_1488:1-217	GO:0005576; GO:0030435
P21158	PGA_scaffold114728__1_contigs__length_2118:1-217	GO:0005576; GO:0030435
P21158	PGA_scaffold114731__1_contigs__length_1488:1271-1487	GO:0005576; GO:0030435
P21158	PGA_scaffold114732__1_contigs__length_2118:1901-2117	GO:0005576; GO:0030435
P21158	PGA_scaffold115175__1_contigs__length_1488:1-217	GO:0005576; GO:0030435
P21158	PGA_scaffold115176__1_contigs__length_2118:1-217	GO:0005576; GO:0030435
P21158	PGA_scaffold115179__1_contigs__length_1488:1271-1487	GO:0005576; GO:0030435
P21158	PGA_scaffold115180__1_contigs__length_2118:1901-2117	GO:0005576; GO:0030435
P21158	PGA_scaffold12__71_contigs__length_50438331:47153140-47162179	GO:0005576; GO:0030435
P21158	PGA_scaffold45217__1_contigs__length_13786:19-6969	GO:0005576; GO:0030435
P21251	PGA_scaffold135278__1_contigs__length_4093:1644-1923	GO:0005509
P21251	PGA_scaffold135279__1_contigs__length_3909:1678-1921	GO:0005509
P21251	PGA_scaffold135282__1_contigs__length_4093:2170-2449	GO:0005509
P21251	PGA_scaffold135283__1_contigs__length_3909:1988-2231	GO:0005509
P21251	PGA_scaffold136272__1_contigs__length_4093:1644-1923	GO:0005509
P21251	PGA_scaffold136273__1_contigs__length_3909:1678-1921	GO:0005509
P21251	PGA_scaffold136276__1_contigs__length_4093:2170-2449	GO:0005509
P21251	PGA_scaffold136277__1_contigs__length_3909:1988-2231	GO:0005509
P21259	PGA_scaffold37462__1_contigs__length_1352:531-1003	GO:0005576; GO:0007218
P21328	PGA_scaffold101381__1_contigs__length_5888:1954-2248	GO:0003964
P21328	PGA_scaffold101382__1_contigs__length_5888:3640-3934	GO:0003964
P21328	PGA_scaffold101655__1_contigs__length_5888:1954-2248	GO:0003964
P21328	PGA_scaffold101656__1_contigs__length_5888:3640-3934	GO:0003964
P21328	PGA_scaffold10226__1_contigs__length_3177:2508-2835	GO:0003964
P21328	PGA_scaffold103701__1_contigs__length_10345:303-10228	GO:0003964
P21328	PGA_scaffold103702__1_contigs__length_10345:117-10042	GO:0003964
P21328	PGA_scaffold103827__1_contigs__length_10345:303-10228	GO:0003964
P21328	PGA_scaffold103828__1_contigs__length_10345:117-10042	GO:0003964
P21328	PGA_scaffold103897__1_contigs__length_7435:2004-6815	GO:0003964
P21328	PGA_scaffold103898__1_contigs__length_7435:620-5431	GO:0003964
P21328	PGA_scaffold10514__1_contigs__length_4129:2348-3668	GO:0003964
P21328	PGA_scaffold108741__1_contigs__length_7435:2004-6815	GO:0003964
P21328	PGA_scaffold108744__1_contigs__length_7435:620-5431	GO:0003964
P21328	PGA_scaffold11411__1_contigs__length_5849:1887-4719	GO:0003964
P21328	PGA_scaffold11635__1_contigs__length_3202:2533-2860	GO:0003964
P21328	PGA_scaffold12205__1_contigs__length_7778:1091-3224	GO:0003964
P21328	PGA_scaffold12__71_contigs__length_50438331:11656725-11704744	GO:0003964
P21328	PGA_scaffold12__71_contigs__length_50438331:21582383-21602855	GO:0003964
P21328	PGA_scaffold12__71_contigs__length_50438331:34604201-34621030	GO:0003964
P21328	PGA_scaffold12__71_contigs__length_50438331:36526146-36538090	GO:0003964
P21328	PGA_scaffold12__71_contigs__length_50438331:36582201-36593642	GO:0003964
P21328	PGA_scaffold12__71_contigs__length_50438331:38593993-38602592	GO:0003964
P21328	PGA_scaffold12__71_contigs__length_50438331:44513972-44520353	GO:0003964
P21328	PGA_scaffold12__71_contigs__length_50438331:4993525-5010070	GO:0003964
P21328	PGA_scaffold13442__1_contigs__length_5503:1146-1596	GO:0003964
P21328	PGA_scaffold13761__1_contigs__length_4271:581-2963	GO:0003964
P21328	PGA_scaffold13848__1_contigs__length_4775:239-3644	GO:0003964
P21328	PGA_scaffold13860__1_contigs__length_8298:3703-5473	GO:0003964
P21328	PGA_scaffold1426__1_contigs__length_1068:162-996	GO:0003964
P21328	PGA_scaffold15353__1_contigs__length_5134:1509-4920	GO:0003964
P21328	PGA_scaffold154928__1_contigs__length_9250:3672-5358	GO:0003964
P21328	PGA_scaffold154929__1_contigs__length_9250:3892-5578	GO:0003964
P21328	PGA_scaffold15786__1_contigs__length_3261:1309-1861	GO:0003964
P21328	PGA_scaffold163553__1_contigs__length_25821:17079-22110	GO:0003964
P21328	PGA_scaffold163554__1_contigs__length_25821:3711-8742	GO:0003964
P21328	PGA_scaffold179233__1_contigs__length_1473:825-1158	GO:0003964
P21328	PGA_scaffold179242__1_contigs__length_1473:315-648	GO:0003964
P21328	PGA_scaffold184352__1_contigs__length_6851:642-1290	GO:0003964
P21328	PGA_scaffold184353__1_contigs__length_6851:5561-6209	GO:0003964
P21328	PGA_scaffold185976__1_contigs__length_11320:2416-3922	GO:0003964
P21328	PGA_scaffold185979__1_contigs__length_11320:7398-8904	GO:0003964
P21328	PGA_scaffold186295__1_contigs__length_6851:642-1290	GO:0003964
P21328	PGA_scaffold186296__1_contigs__length_6851:5561-6209	GO:0003964
P21328	PGA_scaffold18__69_contigs__length_27737463:10583947-10585498	GO:0003964
P21328	PGA_scaffold18__69_contigs__length_27737463:14199710-14202295	GO:0003964
P21328	PGA_scaffold18__69_contigs__length_27737463:2488438-2490601	GO:0003964
P21328	PGA_scaffold18__69_contigs__length_27737463:25733766-25743929	GO:0003964
P21328	PGA_scaffold18__69_contigs__length_27737463:27625293-27639556	GO:0003964
P21328	PGA_scaffold19148__1_contigs__length_6058:626-1241	GO:0003964
P21328	PGA_scaffold192314__1_contigs__length_4956:1060-3907	GO:0003964
P21328	PGA_scaffold192315__1_contigs__length_4956:1049-3896	GO:0003964
P21328	PGA_scaffold19264__1_contigs__length_5939:632-1259	GO:0003964
P21328	PGA_scaffold193782__1_contigs__length_4096:492-4050	GO:0003964
P21328	PGA_scaffold193783__1_contigs__length_4096:46-3604	GO:0003964
P21328	PGA_scaffold19497__1_contigs__length_4478:1820-4439	GO:0003964
P21328	PGA_scaffold198454__1_contigs__length_7916:2241-7449	GO:0003964
P21328	PGA_scaffold198462__1_contigs__length_7916:467-5675	GO:0003964
P21328	PGA_scaffold202952__1_contigs__length_4830:1917-3838	GO:0003964
P21328	PGA_scaffold202953__1_contigs__length_4830:992-2913	GO:0003964
P21328	PGA_scaffold204558__1_contigs__length_4830:1917-3838	GO:0003964
P21328	PGA_scaffold204559__1_contigs__length_4830:992-2913	GO:0003964
P21328	PGA_scaffold204__1_contigs__length_55275:11317-11736	GO:0003964
P21328	PGA_scaffold214838__1_contigs__length_1102:499-1102	GO:0003964
P21328	PGA_scaffold214839__1_contigs__length_1102:0-603	GO:0003964
P21328	PGA_scaffold217631__1_contigs__length_1102:499-1102	GO:0003964
P21328	PGA_scaffold217632__1_contigs__length_1102:0-603	GO:0003964
P21328	PGA_scaffold218521__1_contigs__length_1473:825-1158	GO:0003964
P21328	PGA_scaffold218530__1_contigs__length_1473:315-648	GO:0003964
P21328	PGA_scaffold22100__1_contigs__length_4227:541-3925	GO:0003964
P21328	PGA_scaffold223961__1_contigs__length_4449:1604-3866	GO:0003964
P21328	PGA_scaffold223962__1_contigs__length_4449:583-2845	GO:0003964
P21328	PGA_scaffold228084__1_contigs__length_4449:1604-3866	GO:0003964
P21328	PGA_scaffold228085__1_contigs__length_4449:583-2845	GO:0003964
P21328	PGA_scaffold23529__1_contigs__length_12744:7049-9520	GO:0003964
P21328	PGA_scaffold23662__1_contigs__length_18454:7818-9273	GO:0003964
P21328	PGA_scaffold23671__1_contigs__length_2655:224-1364	GO:0003964
P21328	PGA_scaffold2376__1_contigs__length_2448:274-2446	GO:0003964
P21328	PGA_scaffold237712__1_contigs__length_6614:4054-6490	GO:0003964
P21328	PGA_scaffold237716__1_contigs__length_6614:124-2560	GO:0003964
P21328	PGA_scaffold242784__1_contigs__length_6614:4054-6490	GO:0003964
P21328	PGA_scaffold242788__1_contigs__length_6614:124-2560	GO:0003964
P21328	PGA_scaffold259442__1_contigs__length_17538:13144-13981	GO:0003964
P21328	PGA_scaffold259446__1_contigs__length_17538:3557-4394	GO:0003964
P21328	PGA_scaffold262961__1_contigs__length_7243:585-804	GO:0003964
P21328	PGA_scaffold262962__1_contigs__length_7243:6439-6658	GO:0003964
P21328	PGA_scaffold263128__1_contigs__length_17282:11020-11752	GO:0003964
P21328	PGA_scaffold263129__1_contigs__length_17282:5530-6262	GO:0003964
P21328	PGA_scaffold263746__1_contigs__length_18950:10060-11173	GO:0003964
P21328	PGA_scaffold263746__1_contigs__length_18950:9057-9954	GO:0003964
P21328	PGA_scaffold263747__1_contigs__length_18950:7777-8890	GO:0003964
P21328	PGA_scaffold263747__1_contigs__length_18950:8996-9893	GO:0003964
P21328	PGA_scaffold265299__1_contigs__length_5641:3306-3831	GO:0003964
P21328	PGA_scaffold265305__1_contigs__length_5641:1810-2335	GO:0003964
P21328	PGA_scaffold265480__1_contigs__length_18950:10060-11173	GO:0003964
P21328	PGA_scaffold265480__1_contigs__length_18950:9057-9954	GO:0003964
P21328	PGA_scaffold265481__1_contigs__length_18950:7777-8890	GO:0003964
