#
# Output is generated by GenSAS 7.x-5.0
#
#name     : mRNA
#start    : Start of alignment in subject
#end      : End of alignment in subject
#m_start  : Start of alignment in query
#m_end    : End of alignment in query
#al       : Alignment length
#score    : Row score of the match
#evalue   : E value of the match
#identity : Percentage of identical matches
mame	start	end	score	Accession	match_desc	m_start	m_end	E-value	identity	al
19763-Caligus.00g028990.m01	482	729	313	XP_025207491.1	zinc finger MYM-type protein 1-like [Melanaphis sacchari]	1	249	2.5168e-30	32.81	253
19763-Caligus.00g029000.m01	9	136	183	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	1	124	1.30585e-14	34.88	129
19763-Caligus.00g029020.m01	277	1064	1565	XP_003375407.1	putative integrase core domain protein, partial [Trichinella spiralis]	35	813	0	40.53	797
19763-Caligus.00g029030.m01	7	246	385	XP_012554132.1	PREDICTED: uncharacterized protein LOC105843381 [Hydra vulgaris]	9	230	1.60537e-43	39.00	241
19763-Caligus.00g029040.m01	322	395	215	XP_022180192.1	zinc finger MYM-type protein 1-like [Myzus persicae]	1	74	7.88246e-20	54.05	74
19763-Caligus.00g029080.m01	1	246	1125	XP_009023111.1	hypothetical protein HELRODRAFT_162756 [Helobdella robusta]	1	246	1.15904e-155	80.08	246
19763-Caligus.00g029090.m01	719	845	274	XP_012532301.1	PREDICTED: uncharacterized protein LOC105834397 isoform X1 [Monomorium pharaonis]	11	136	2.23185e-26	42.97	128
19763-Caligus.00g029120.m01	15	148	144	XP_009013489.1	hypothetical protein HELRODRAFT_169433 [Helobdella robusta]	17	150	2.73449e-09	27.41	135
19763-Caligus.00g029130.m01	231	311	253	XP_009024487.1	hypothetical protein HELRODRAFT_178094 [Helobdella robusta]	3	83	1.47199e-24	54.32	81
19763-Caligus.00g029140.m01	359	731	446	XP_025268586.1	uncharacterized protein LOC112639318 [Camponotus floridanus]	100	474	1.08427e-44	31.75	378
19763-Caligus.00g029160.m01	434	619	210	XP_023018272.1	uncharacterized protein LOC111507216 [Leptinotarsa decemlineata]	4	184	3.39328e-17	31.09	193
19763-Caligus.00g029170.m01	20	90	122	XP_011632512.1	histone-lysine N-methyltransferase SETMAR-like [Pogonomyrmex barbatus]	1	74	9.37378e-08	36.49	74
19763-Caligus.00g029180.m01	210	346	132	XP_015794241.1	histone-lysine N-methyltransferase SETMAR-like [Tetranychus urticae]	15	152	2.09486e-07	31.88	138
19763-Caligus.00g029200.m01	8	288	913	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	2	283	9.98806e-122	59.22	282
19763-Caligus.00g029210.m01	305	416	184	XP_015761190.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	5	123	1.41726e-14	39.50	119
19763-Caligus.00g029230.m01	199	445	520	XP_023333008.1	uncharacterized protein LOC111704869 isoform X2 [Eurytemora affinis]	15	250	3.81334e-61	44.13	247
19763-Caligus.00g029240.m01	16	102	187	XP_014768890.1	PREDICTED: uncharacterized protein LOC106868207 [Octopus bimaculoides]	1	87	3.55399e-17	44.83	87
19763-Caligus.00g029260.m01	36	118	127	XP_023711717.1	uncharacterized protein LOC111866737 [Cryptotermes secundus]	5	89	1.05102e-07	34.12	85
19763-Caligus.00g029320.m01	199	445	505	XP_023333008.1	uncharacterized protein LOC111704869 isoform X2 [Eurytemora affinis]	15	246	5.01812e-59	43.72	247
19763-Caligus.00g029330.m01	230	445	424	XP_023333008.1	uncharacterized protein LOC111704869 isoform X2 [Eurytemora affinis]	8	212	1.37181e-47	43.06	216
19763-Caligus.00g029340.m01	199	445	522	XP_023333008.1	uncharacterized protein LOC111704869 isoform X2 [Eurytemora affinis]	15	250	1.72923e-61	44.13	247
19763-Caligus.00g029350.m01	201	485	534	XP_023333006.1	uncharacterized protein LOC111704868 [Eurytemora affinis]	46	317	8.32356e-62	42.81	285
19763-Caligus.00g029360.m01	201	485	488	XP_023333006.1	uncharacterized protein LOC111704868 [Eurytemora affinis]	68	331	5.79399e-55	41.05	285
19763-Caligus.00g029370.m01	232	503	904	XP_009023975.1	hypothetical protein HELRODRAFT_177552 [Helobdella robusta]	242	498	6.91633e-114	62.87	272
19763-Caligus.00g029380.m01	199	445	516	XP_023333008.1	uncharacterized protein LOC111704869 isoform X2 [Eurytemora affinis]	15	250	1.23505e-60	43.72	247
19763-Caligus.00g029420.m01	573	619	216	XP_012531493.1	PREDICTED: cell division cycle protein 27 homolog [Monomorium pharaonis]	1	47	2.64748e-20	74.47	47
19763-Caligus.00g029470.m01	23	324	557	XP_023327017.1	SUN domain-containing protein 1-like [Eurytemora affinis]	41	324	5.72808e-67	41.21	313
19763-Caligus.00g029490.m01	56	174	370	XP_013163894.1	PREDICTED: protein ZBED8-like [Papilio xuthus]	1	119	1.04217e-41	54.62	119
19763-Caligus.00g029500.m01	185	445	531	XP_023333008.1	uncharacterized protein LOC111704869 isoform X2 [Eurytemora affinis]	1	246	6.90901e-63	44.06	261
19763-Caligus.00g029520.m01	105	202	188	XP_025206906.1	zinc finger MYM-type protein 1-like [Melanaphis sacchari]	28	125	2.60326e-15	38.38	99
19763-Caligus.00g029540.m01	261	743	1392	XP_002165419.2	PREDICTED: uncharacterized protein LOC100209654 [Hydra vulgaris]	261	747	2.48317e-180	55.85	487
19763-Caligus.00g029550.m01	170	245	267	XP_014784635.1	PREDICTED: uncharacterized protein LOC106879525 [Octopus bimaculoides]	7	82	3.29375e-28	60.53	76
19763-Caligus.00g029610.m01	16	293	778	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	278	1.45799e-100	52.52	278
19763-Caligus.00g029620.m01	10	220	337	XP_018311841.1	PREDICTED: uncharacterized protein LOC108727992 [Trachymyrmex zeteki]	2	198	3.66297e-37	35.98	214
19763-Caligus.00g029660.m01	373	455	189	XP_023327909.1	solute carrier family 12 member 4-like isoform X2 [Eurytemora affinis]	5	90	6.15084e-16	46.51	86
19763-Caligus.00g029670.m01	213	457	377	XP_022168535.1	uncharacterized protein LOC111032484, partial [Myzus persicae]	43	247	9.74187e-40	36.33	245
19763-Caligus.00g029680.m01	54	256	440	XP_016662627.1	PREDICTED: uncharacterized protein LOC107884627 [Acyrthosiphon pisum]	1	203	1.1242e-51	41.95	205
19763-Caligus.00g029690.m01	16	353	970	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	338	5.81418e-129	51.18	338
19763-Caligus.00g029720.m01	15	1236	1668	XP_013411023.1	uncharacterized protein K02A2.6 [Lingula anatina]	77	1287	0	32.78	1257
19763-Caligus.00g029730.m01	108	233	498	NP_001153450.1	cytochrome c1, heme protein, mitochondrial [Nasonia vitripennis]	1	126	1.21886e-61	71.43	126
19763-Caligus.00g029740.m01	97	209	358	XP_023337955.1	heat shock protein beta-1-like [Eurytemora affinis]	136	248	1.47807e-39	62.28	114
19763-Caligus.00g029800.m01	144	215	373	XP_022193086.1	TATA-box-binding protein [Nilaparvata lugens]	1	72	4.23631e-44	97.22	72
19763-Caligus.00g029820.m01	25	252	215	XP_023704234.1	uncharacterized protein LOC111862786 isoform X2 [Cryptotermes secundus]	19	257	3.62419e-18	31.95	241
19763-Caligus.00g029830.m01	153	266	272	XP_011055322.1	PREDICTED: elongation of very long chain fatty acids protein AAEL008004-like isoform X2 [Acromyrmex echinatior]	1	116	7.47603e-28	46.55	116
19763-Caligus.00g029840.m01	90	602	964	XP_022182205.1	zinc finger MYM-type protein 1-like [Myzus persicae]	30	533	3.72017e-119	38.05	523
19763-Caligus.00g029850.m01	347	520	293	XP_022168502.1	uncharacterized protein LOC111032463 [Myzus persicae]	1	173	5.21953e-29	37.43	179
19763-Caligus.00g029860.m01	70	142	186	XP_018574180.1	TIMELESS-interacting protein [Anoplophora glabripennis]	2	72	6.15628e-14	43.84	73
19763-Caligus.00g029930.m01	74	272	694	XP_023320508.1	LOW QUALITY PROTEIN: cullin-associated NEDD8-dissociated protein 1-like [Eurytemora affinis]	1	202	5.40847e-82	69.31	202
19763-Caligus.00g029940.m01	15	95	396	XP_011680282.1	PREDICTED: cullin-associated NEDD8-dissociated protein 1-like isoform X1 [Strongylocentrotus purpuratus]	1	81	1.12089e-48	93.83	81
19763-Caligus.00g029960.m01	47	122	164	XP_023933728.1	peptidyl-tRNA hydrolase 2, mitochondrial-like [Bicyclus anynana]	1	76	8.79119e-14	40.79	76
19763-Caligus.00g029970.m01	4	65	178	XP_011347781.1	PREDICTED: cytochrome c oxidase assembly factor 4 homolog, mitochondrial [Ooceraea biroi]	13	74	7.58231e-17	58.06	62
19763-Caligus.00g030030.m01	529	604	147	XP_022182205.1	zinc finger MYM-type protein 1-like [Myzus persicae]	4	79	2.6571e-10	39.47	76
19763-Caligus.00g030060.m01	128	310	426	XP_025997123.1	uncharacterized protein LOC113005585, partial [Solenopsis invicta]	2	183	1.67191e-49	43.72	183
19763-Caligus.00g030090.m01	43	113	194	XP_014782038.1	PREDICTED: uncharacterized protein LOC106877607 [Octopus bimaculoides]	1	71	9.40924e-19	57.75	71
19763-Caligus.00g030100.m01	108	232	493	NP_001153450.1	cytochrome c1, heme protein, mitochondrial [Nasonia vitripennis]	1	125	5.97664e-61	71.20	125
19763-Caligus.00g030110.m01	949	1058	217	XP_015766805.1	PREDICTED: uncharacterized protein LOC107345587 [Acropora digitifera]	1	110	5.28735e-19	40.00	110
19763-Caligus.00g030120.m01	1	98	230	XP_014678763.1	PREDICTED: uncharacterized protein LOC106818580 [Priapulus caudatus]	1	98	8.23259e-24	53.06	98
19763-Caligus.00g030130.m01	69	224	488	XP_015755058.1	PREDICTED: uncharacterized protein LOC107334619 [Acropora digitifera]	1	155	1.2474e-59	55.77	156
19763-Caligus.00g030150.m01	1	163	878	XP_023320551.1	actin-5C-like [Eurytemora affinis]	1	163	1.45124e-117	98.16	163
19763-Caligus.00g030170.m01	133	285	384	XP_002413642.1	POGO family transposase, putative [Ixodes scapularis]	36	184	3.06656e-43	49.02	153
19763-Caligus.00g030190.m01	78	189	268	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	1	111	4.07842e-28	49.11	112
19763-Caligus.00g030200.m01	8	74	129	XP_018311841.1	PREDICTED: uncharacterized protein LOC108727992 [Trachymyrmex zeteki]	2	68	3.46835e-08	41.79	67
19763-Caligus.00g030220.m01	326	400	196	XP_023328984.1	kin of IRRE-like protein 1 isoform X3 [Eurytemora affinis]	1	76	5.86301e-17	48.68	76
19763-Caligus.00g030240.m01	27	617	549	XP_014371545.1	PREDICTED: uncharacterized protein LOC106721164 [Papilio machaon]	100	676	6.37939e-57	29.89	619
19763-Caligus.00g030250.m01	841	1251	589	XP_021366506.1	uncharacterized protein K02A2.6-like [Mizuhopecten yessoensis]	2	387	3.27202e-65	35.75	414
19763-Caligus.00g030270.m01	1949	2072	578	XP_023331212.1	myosin-VIIa-like [Eurytemora affinis]	1	124	8.88237e-68	86.29	124
19763-Caligus.00g030280.m01	792	1228	331	XP_023331212.1	myosin-VIIa-like [Eurytemora affinis]	3	295	4.3077e-32	79.17	72
19763-Caligus.00g030290.m01	425	555	527	XP_023721880.1	myosin-I heavy chain isoform X1 [Cryptotermes secundus]	2	131	1.04112e-60	70.99	131
19763-Caligus.00g030300.m01	94	230	560	XP_002429065.1	myosin, putative [Pediculus humanus corporis]	18	154	7.56558e-65	71.53	137
19763-Caligus.00g030310.m01	273	357	270	XP_025190416.1	E3 SUMO-protein ligase KIAA1586-like [Melanaphis sacchari]	1	85	1.41283e-27	56.47	85
19763-Caligus.00g030320.m01	239	293	172	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	75	129	3.79278e-13	54.55	55
19763-Caligus.00g030360.m01	152	497	901	XP_017754386.1	PREDICTED: ubiquitin carboxyl-terminal hydrolase 14 [Eufriesea mexicana]	8	330	1.42328e-116	51.57	351
19763-Caligus.00g030370.m01	1	94	344	XP_021933249.1	ubiquitin carboxyl-terminal hydrolase 14 [Zootermopsis nevadensis]	1	96	2.80755e-37	64.58	96
19763-Caligus.00g030380.m01	1	110	402	XP_021933249.1	ubiquitin carboxyl-terminal hydrolase 14 [Zootermopsis nevadensis]	1	112	7.32012e-46	65.18	112
19763-Caligus.00g030390.m01	152	486	889	XP_016919764.1	PREDICTED: ubiquitin carboxyl-terminal hydrolase 14 [Apis cerana]	8	327	1.23433e-114	52.51	339
19763-Caligus.00g030400.m01	620	904	855	XP_023703039.1	ATP-dependent RNA helicase DHX36-like isoform X1 [Cryptotermes secundus]	1	282	2.83003e-104	58.25	285
19763-Caligus.00g030420.m01	13	188	289	XP_026737518.1	protein GVQW3-like [Trichoplusia ni]	11	185	1.4015e-29	36.93	176
19763-Caligus.00g030430.m01	523	612	145	XP_014358783.1	PREDICTED: uncharacterized protein LOC106711071 [Papilio machaon]	1	90	5.04654e-10	41.30	92
19763-Caligus.00g030470.m01	184	477	508	XP_026272824.1	GPI ethanolamine phosphate transferase 3 [Frankliniella occidentalis]	5	284	1.75176e-55	38.18	296
19763-Caligus.00g030530.m01	194	243	230	XP_023335038.1	two pore potassium channel protein sup-9-like [Eurytemora affinis]	1	50	2.46594e-22	88.00	50
19763-Caligus.00g030550.m01	949	1372	916	XP_015766805.1	PREDICTED: uncharacterized protein LOC107345587 [Acropora digitifera]	1	425	4.01628e-109	48.47	425
19763-Caligus.00g030570.m01	45	320	383	XP_025418684.1	protein GVQW3-like [Sipha flava]	1	261	7.44507e-42	32.49	277
19763-Caligus.00g030620.m01	115	213	148	XP_012561178.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Hydra vulgaris]	30	136	9.42399e-10	35.51	107
19763-Caligus.00g030660.m01	291	494	211	XP_015761190.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Acropora digitifera]	32	224	1.96046e-16	31.60	212
19763-Caligus.00g030710.m01	173	261	123	XP_014780575.1	PREDICTED: uncharacterized protein LOC106876512 [Octopus bimaculoides]	3	90	4.59481e-07	28.85	104
19763-Caligus.00g030720.m01	90	139	129	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	26	75	3.37664e-08	58.00	50
19763-Caligus.00g030730.m01	13	117	163	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	5	105	3.57457e-12	34.29	105
19763-Caligus.00g030740.m01	161	290	165	XP_006820291.1	PREDICTED: protein Spindly-like [Saccoglossus kowalevskii]	147	269	1.12339e-10	33.85	130
19763-Caligus.00g030750.m01	384	473	146	XP_023334467.1	protein Spindly-B-like isoform X1 [Eurytemora affinis]	68	164	4.41297e-09	39.18	97
19763-Caligus.00g030780.m01	209	263	127	XP_023326683.1	uncharacterized protein LOC111700098 [Eurytemora affinis]	1	52	2.87526e-08	52.73	55
19763-Caligus.00g030790.m01	9	88	126	XP_023326683.1	uncharacterized protein LOC111700098 [Eurytemora affinis]	18	100	2.77537e-07	45.05	91
19763-Caligus.00g030810.m01	323	731	448	XP_025268586.1	uncharacterized protein LOC112639318 [Camponotus floridanus]	95	510	3.51603e-45	30.57	422
19763-Caligus.00g030830.m01	166	287	366	XP_012148416.1	PREDICTED: uncharacterized protein LOC100883261 [Megachile rotundata]	67	187	9.56545e-41	54.10	122
19763-Caligus.00g030860.m01	1	76	339	XP_023332797.1	ADP/ATP translocase 1-like [Eurytemora affinis]	1	76	8.66515e-39	78.95	76
19763-Caligus.00g030880.m01	242	293	215	XP_023332797.1	ADP/ATP translocase 1-like [Eurytemora affinis]	1	52	8.78215e-21	75.00	52
19763-Caligus.00g030890.m01	16	352	955	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	337	1.27689e-126	53.71	337
19763-Caligus.00g030910.m01	112	271	234	XP_015018050.1	uncharacterized protein Dmoj_GI11839, isoform C [Drosophila mojavensis]	1	143	1.76793e-21	36.02	161
19763-Caligus.00g030920.m01	637	1162	946	XP_015030828.1	uncharacterized protein Dvir_GJ12226, isoform D [Drosophila virilis]	1	513	8.69113e-114	38.66	538
19763-Caligus.00g030930.m01	68	505	1241	XP_021936562.1	bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like isoform X1 [Zootermopsis nevadensis]	100	553	3.526e-157	60.66	455
19763-Caligus.00g030950.m01	96	356	688	XP_015792590.1	pantothenate kinase 3 isoform X2 [Tetranychus urticae]	1	251	1.55821e-87	57.99	269
19763-Caligus.00g030960.m01	74	148	163	XP_023936633.1	pantothenate kinase 3 isoform X1 [Bicyclus anynana]	1	72	2.66792e-12	57.14	77
19763-Caligus.00g030990.m01	637	687	216	XP_023288257.1	voltage-dependent calcium channel type A subunit alpha-1 [Orussus abietinus]	1	51	1.00416e-19	78.43	51
19763-Caligus.00g031010.m01	15	120	301	XP_023338964.1	prefoldin subunit 1-like [Eurytemora affinis]	1	106	2.35791e-34	56.60	106
19763-Caligus.00g031030.m01	61	250	210	XP_023227425.1	uncharacterized protein LOC111627955 [Centruroides sculpturatus]	32	170	6.41889e-18	31.05	190
19763-Caligus.00g031040.m01	125	224	315	XP_018307614.1	PREDICTED: uncharacterized protein LOC108725224 [Trachymyrmex zeteki]	91	190	5.42581e-34	54.00	100
19763-Caligus.00g031060.m01	212	361	559	XP_023318514.1	splicing factor 1-like [Trichogramma pretiosum]	1	138	6.51163e-67	71.33	150
19763-Caligus.00g031070.m01	38	94	154	XP_025196176.1	splicing factor 1 [Melanaphis sacchari]	91	150	2.38544e-10	51.67	60
19763-Caligus.00g031080.m01	1	114	313	XP_023014998.1	luc7-like protein 3 [Leptinotarsa decemlineata]	1	101	3.01418e-32	50.00	114
19763-Caligus.00g031110.m01	473	530	168	XP_023321346.1	transient receptor potential channel pyrexia-like [Eurytemora affinis]	3	60	1.17279e-13	63.79	58
19763-Caligus.00g031120.m01	319	395	197	XP_023336085.1	integrator complex subunit 14-like [Eurytemora affinis]	1	78	2.69357e-17	69.23	78
19763-Caligus.00g031140.m01	333	410	139	XP_022913914.1	tigger transposable element-derived protein 7-like [Onthophagus taurus]	1	92	8.59085e-08	34.78	92
19763-Caligus.00g031150.m01	10	115	127	XP_018311841.1	PREDICTED: uncharacterized protein LOC108727992 [Trachymyrmex zeteki]	2	85	1.00569e-07	30.19	106
19763-Caligus.00g031160.m01	129	209	196	XP_018307614.1	PREDICTED: uncharacterized protein LOC108725224 [Trachymyrmex zeteki]	64	144	7.60678e-17	55.56	81
19763-Caligus.00g031170.m01	22	130	265	XP_014768890.1	PREDICTED: uncharacterized protein LOC106868207 [Octopus bimaculoides]	9	110	1.3267e-28	53.21	109
19763-Caligus.00g031210.m01	182	377	170	XP_003087532.1	hypothetical protein CRE_20163 [Caenorhabditis remanei]	4	207	7.88872e-12	28.43	204
19763-Caligus.00g031230.m01	608	691	176	XP_026479709.1	Bloom syndrome protein homolog [Ctenocephalides felis]	32	114	8.966e-14	45.24	84
19763-Caligus.00g031260.m01	277	422	518	XP_023329686.1	potassium voltage-gated channel protein Shaw-like [Eurytemora affinis]	1	127	1.11649e-61	82.19	146
19763-Caligus.00g031270.m01	390	586	493	XP_022099493.1	uncharacterized protein LOC110984016 [Acanthaster planci]	3	190	2.99395e-55	49.27	205
19763-Caligus.00g031280.m01	34	122	289	XP_011678692.1	PREDICTED: uncharacterized protein K02A2.6-like [Strongylocentrotus purpuratus]	1	89	1.4076e-32	56.18	89
19763-Caligus.00g031290.m01	979	1090	338	XP_014671069.1	PREDICTED: uncharacterized protein K02A2.6-like isoform X1 [Priapulus caudatus]	1	112	1.58862e-35	55.36	112
19763-Caligus.00g031300.m01	36	328	286	XP_011566866.1	PREDICTED: uncharacterized protein LOC105396567, partial [Plutella xylostella]	4	303	8.11557e-27	29.43	316
19763-Caligus.00g031310.m01	66	159	322	XP_009014849.1	hypothetical protein HELRODRAFT_184669 [Helobdella robusta]	1	94	1.75232e-36	60.64	94
19763-Caligus.00g031320.m01	272	347	247	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	1	76	3.40057e-24	57.89	76
19763-Caligus.00g031370.m01	86	144	189	XP_025407116.1	zinc finger BED domain-containing protein 5-like [Sipha flava]	2	60	9.97283e-18	54.24	59
19763-Caligus.00g031380.m01	328	395	257	XP_025418417.1	zinc finger MYM-type protein 1-like [Sipha flava]	1	68	5.55497e-26	73.53	68
19763-Caligus.00g031400.m01	430	479	122	XP_018396943.1	PREDICTED: uncharacterized protein LOC108775154 [Cyphomyrmex costatus]	1	50	1.2865e-07	40.00	50
19763-Caligus.00g031410.m01	4	92	144	XP_024867254.1	protein BCCIP homolog isoform X2 [Temnothorax curvispinosus]	5	92	4.0557e-09	44.94	89
19763-Caligus.00g031420.m01	311	573	1222	XP_023327862.1	alpha-actinin, sarcomeric-like [Eurytemora affinis]	1	263	2.04437e-160	94.68	263
19763-Caligus.00g031430.m01	745	952	849	XP_023327862.1	alpha-actinin, sarcomeric-like [Eurytemora affinis]	1	174	1.47077e-106	80.77	208
19763-Caligus.00g031450.m01	236	445	327	XP_013403803.1	LOW QUALITY PROTEIN: U3 small nucleolar RNA-associated protein 14 homolog A-like [Lingula anatina]	11	209	1.09401e-32	44.08	211
19763-Caligus.00g031470.m01	191	554	1480	XP_023331561.1	T-complex protein 1 subunit gamma-like [Eurytemora affinis]	6	362	0	75.55	364
19763-Caligus.00g031480.m01	10	177	675	XP_023331561.1	T-complex protein 1 subunit gamma-like [Eurytemora affinis]	1	168	1.24983e-84	73.81	168
19763-Caligus.00g031510.m01	95	183	289	XP_018360127.1	PREDICTED: uncharacterized protein LOC108759269 [Trachymyrmex cornetzi]	2	90	3.77529e-31	59.55	89
19763-Caligus.00g031540.m01	16	71	143	XP_016659150.1	PREDICTED: uncharacterized protein LOC107883511 [Acyrthosiphon pisum]	1	53	1.61823e-10	51.79	56
19763-Caligus.00g031580.m01	17	2394	4501	XP_023334074.1	protocadherin-like wing polarity protein stan [Eurytemora affinis]	19	2257	0	39.73	2404
19763-Caligus.00g031590.m01	264	344	132	XP_003092184.1	hypothetical protein CRE_16375 [Caenorhabditis remanei]	79	158	2.16684e-07	34.48	87
19763-Caligus.00g031620.m01	1	201	713	XP_026325193.1	uncharacterized protein LOC113234138 [Hyposmocoma kahamanoa]	1	201	1.13872e-92	69.15	201
